"Probes","Chr","Pos"
"cg27255656","chr8",4853437
"cg26651775","chr16",764420
"cg14308254","chr8",124219699
"cg02736908","chr17",29887376
"cg08532057","chr13",25875436
"cg11389868","chr5",35991624
"cg01850889","chr2",130636190
"cg24172175","chr19",48988470
"cg09782034","chr15",61522112
"cg09656511","chr11",6292615
"cg08149865","chr8",21914600
"cg13993183","chr9",134699541
"cg11194613","chr11",70268728
"cg11344005","chr22",50987527
"cg26333393","chr10",125651726
"cg08537845","chr5",167715532
"cg25629768","chr19",2428567
"cg13844049","chr1",68759259
"cg02625222","chr9",126135169
"cg09404429","chr17",21367130
"cg04729574","chr3",183993394
"cg00126498","chr6",150286838
"cg18358061","chr3",134126698
"cg19981409","chr11",89225042
"cg20372230","chr7",127911967
"cg02032841","chr3",23713275
"cg13047869","chr3",10149882
"cg05100067","chr2",2295969
"cg06707910","chr22",17640812
"cg09791504","chr1",151701849
"cg12645284","chr15",79092878
"cg17223846","chr19",3480363
"cg14071650","chr9",129379319
"cg12690246","chr12",50356869
"cg21514735","chr8",61325952
"cg05265884","chr10",26681244
"cg07943780","chr8",41502612
"cg23904955","chr10",101282759
"cg13879655","chr8",27450777
"cg09970967","chr14",73602752
"cg12887581","chr10",130726406
"cg13347577","chr17",30243828
"cg17379860","chr11",61159602
"cg24309555","chr2",21266956
"cg21158317","chr17",19314299
"cg07267550","chr17",74536269
"cg13102294","chr6",32121393
"cg22225479","chr17",25681463
"cg03357547","chr19",51165207
"cg13019868","chr11",128694101
"cg24439315","chr19",51067388
"cg01057635","chr1",46914672
"cg24566261","chr6",30854164
"cg12222949","chr1",184005360
"cg03453916","chr7",31174468
"cg18304280","chr14",103010694
"cg20543681","chr20",642673
"cg23573129","chr22",19751148
"cg19019345","chr11",8888814
"cg10963061","chr1",158147729
"cg23373640","chr14",65696480
"cg15687395","chr5",79379309
"cg06464775","chr7",151145235
"cg09373148","chr3",138152837
"cg05324273","chr10",60086738
"cg05309280","chr2",171785085
"cg21235746","chr20",5485144
"cg07637741","chr6",159084426
"cg06680906","chr15",69325560
"cg01569660","chr15",65369213
"cg06892912","chr6",30043858
"cg16555466","chr14",92042333
"cg11945297","chr8",102514634
"cg02721176","chr10",118084587
"cg05589046","chr3",13742034
"cg10501602","chr7",150705872
"cg21710255","chr6",49681742
"cg16406611","chr11",300404
"cg20905088","chr12",28116451
"cg01030476","chr1",236686564
"cg26063721","chr6",34499488
"cg05214460","chr10",111766841
"cg18041814","chr6",36802896
"cg09011891","chr5",134526752
"cg07936030","chr17",36756043
"cg22496437","chr1",17900032
"cg13739485","chr9",136392285
"cg12412902","chr6",34499504
"cg12967164","chr7",1753637
"cg07091678","chr10",99734120
"cg16670359","chr8",82542806
"cg04124909","chr1",182030818
"cg09859240","chr10",121633447
"cg05975881","chr16",3148982
"cg14243817","chr9",138876879
"cg02637101","chr15",99548944
"cg05465347","chr16",281115
"cg23429749","chr14",102050815
"cg15022678","chr7",4877609
"cg19666541","chr15",31516111
"cg18461362","chr8",47866784
"cg06019590","chr5",496476
"cg20645966","chr12",117131719
"cg27664689","chr2",152830665
"cg15033140","chr6",170411909
"cg27462791","chr11",1854368
"cg12559119","chr17",63590575
"cg17808631","chr8",101662628
"cg15890794","chr18",12258991
"cg26906273","chr1",39547881
"cg01056004","chr10",98948259
"cg02734505","chr12",54763081
"cg00188627","chr3",159557779
"cg11599830","chr12",49504967
"cg16450309","chr3",170626822
"cg04755995","chr7",149112961
"cg04582871","chr11",63827695
"cg25570495","chr20",50419231
"cg16655765","chr6",110680256
"cg04518186","chr11",77299962
"cg14331765","chr11",121672049
"cg14688299","chr13",30728099
"cg10138352","chr7",64336120
"cg03469862","chr11",68924853
"cg15277677","chr11",131630648
"cg26582789","chrX",19531688
"cg04452437","chr6",170411595
"cg13783444","chr14",75536434
"cg18676967","chr2",233217476
"cg20883730","chr11",7052540
"cg13555278","chr1",26348484
"cg01565291","chr1",245812674
"cg25290227","chr10",113944114
"cg04264070","chr19",55887704
"cg07292311","chr12",124702221
"cg08681856","chr19",51411737
"cg26388730","chr11",64405764
"cg00538923","chr17",74536011
"cg15209808","chr22",30476254
"cg18476766","chr2",240529742
"cg18303437","chr3",137228423
"cg23940612","chr2",218898788
"cg15180789","chr3",159557797
"cg18536118","chr5",14901012
"cg06621691","chr7",4175814
"cg17635777","chr8",142446785
"cg16627090","chr7",44105050
"cg12904135","chr2",171669275
"cg16276982","chr15",29968032
"cg02184697","chr16",3013025
"cg14692950","chr17",7644073
"cg12177762","chr3",126911727
"cg14121987","chr5",37952644
"cg22126965","chr7",1015501
"cg27206026","chr16",57907171
"cg11540997","chr15",45407818
"cg03466522","chr1",16400754
"cg07684019","chr5",139174529
"cg13924715","chr11",10750890
"cg17881353","chr17",44928210
"cg17600393","chr2",1051107
"cg21415424","chr6",37503074
"cg06946880","chr2",71163123
"cg25215834","chr17",78166267
"cg13810327","chr9",135301250
"cg17347335","chr11",93583973
"cg18795786","chr12",41087584
"cg12245717","chr20",22555206
"cg05863637","chr12",130529650
"cg01256227","chr6",10099432
"cg08276171","chr14",104850405
"cg07138585","chr2",45176067
"cg07513768","chr15",69744528
"cg16675054","chr5",171616574
"cg20615832","chr4",74719172
"cg20378690","chr8",22723551
"cg07651720","chr8",120685129
"cg05902711","chr16",89114919
"cg21124375","chr2",232765392
"cg23557906","chr2",467112
"cg05875017","chr2",233390771
"cg24676346","chr6",41377288
"cg11798891","chr8",143485435
"cg26211724","chr18",57636670
"cg15808604","chr15",74419428
"cg06881093","chr2",114035983
"cg24611264","chr11",120008944
"cg14448104","chr20",43933556
"cg10894991","chr1",200885736
"cg18771955","chr2",122660086
"cg01602730","chr1",153671011
"cg25511813","chr19",2717932
"cg01067216","chr14",102051021
"cg18156486","chr11",2884295
"cg21460582","chr15",76005861
"cg12352302","chr5",172710360
"cg16592832","chr22",24891141
"cg21451816","chr7",1468848
"cg13337662","chr13",25255297
"cg02951357","chr1",59280619
"cg14543641","chr14",104940939
"cg26410635","chr12",96350720
"cg22392876","chr7",131581445
"cg26010879","chr7",73157217
"cg05854695","chr4",122854336
"cg18564464","chr1",46937902
"cg23288838","chr8",23656074
"cg11684897","chr17",2951666
"cg08474334","chr1",156816117
"cg08496033","chr8",143680998
"cg19225422","chr2",10971446
"cg05441133","chr10",48416891
"cg17718377","chr12",113495619
"cg23735482","chr10",26222654
"cg04252915","chr2",121411622
"cg21764262","chr6",41473517
"cg15142477","chr18",43915662
"cg02849695","chr1",159869960
"cg01890726","chr11",134212069
"cg18675610","chr10",32216311
"cg12012524","chr19",1268008
"cg05504055","chr3",46875704
"cg06649280","chr1",24438781
"cg09894276","chr6",169977394
"cg17598923","chr5",101119084
"cg02939598","chr10",11386395
"cg16734433","chr10",115860297
"cg19395706","chr11",64412079
"cg03918288","chr8",145101324
"cg18244845","chr19",6111541
"cg15458577","chr1",46947998
"cg01622718","chr7",158363414
"cg07547765","chr17",46685448
"cg02087079","chr5",177811349
"cg02837600","chr21",46714458
"cg18083764","chr5",4230848
"cg06421590","chr4",3043752
"cg02717339","chr2",97524767
"cg25918821","chr17",36811232
"cg21117808","chr1",9887936
"cg26955540","chr15",90727570
"cg04675946","chr8",26047805
"cg20811236","chr18",46501400
"cg06081951","chr11",14991413
"cg00110832","chr6",32121130
"cg02582520","chr19",1009172
"cg10500653","chr1",39407651
"cg24845998","chr3",14567945
"cg09813060","chr11",128694245
"cg14195249","chr10",13571710
"cg25042226","chr2",114036571
"cg10855395","chr12",125413124
"cg11183181","chr5",5421214
"cg01786048","chr2",239035964
"cg17385483","chr12",49734595
"cg24006352","chr1",112530294
"cg27664085","chr15",89157815
"cg00161556","chr11",19138045
"cg17394530","chr6",106434623
"cg11316386","chr1",247275808
"cg08834436","chr22",27831818
"cg05266836","chr17",55124187
"cg16524232","chr16",88445933
"cg11946630","chr10",99734081
"cg24780796","chr5",150728369
"cg01512532","chr17",79495039
"cg07776626","chr8",57350775
"cg23635560","chr2",27473369
"cg20265528","chr2",105853269
"cg26929272","chr10",88295210
"cg02446487","chr19",49177504
"cg21376799","chr6",30094960
"cg18888461","chr11",18477379
"cg22147968","chr12",111757886
"cg16788656","chr16",87616174
"cg20132698","chr11",86617261
"cg07337544","chr2",96013196
"cg20806427","chr1",149718671
"cg09240747","chr17",79465866
"cg04939302","chr2",30213458
"cg26076054","chr5",421317
"cg04810284","chr4",79971177
"cg03350299","chr2",21266960
"cg24777351","chr2",165811816
"cg03400060","chr5",78365801
"cg15602054","chr2",170624685
"cg24849736","chr1",201084428
"cg09372728","chr16",56624886
"cg02975463","chr2",45178953
"cg01018110","chr5",134814626
"cg04440361","chr17",77895991
"cg10061384","chr1",2466275
"cg11523134","chr1",3605747
"cg08590069","chr8",101118899
"cg23175533","chr12",13196876
"cg13353050","chr3",32634406
"cg26799250","chr17",6358415
"cg13977620","chr12",119715090
"cg26904169","chr7",89839865
"cg25740457","chr11",6292896
"cg03717239","chr8",145574318
"cg08688548","chr15",83317398
"cg11540016","chr10",2978126
"cg25753631","chr6",25732923
"cg02802029","chr3",145879686
"cg20699305","chr1",18152403
"cg15575875","chr1",85220088
"cg09477019","chr16",56681945
"cg00653790","chr15",78031418
"cg10593400","chr1",86044176
"cg01891818","chr17",73008509
"cg13677022","chr9",34625963
"cg20623503","chr17",78152219
"cg22625519","chr6",1524190
"cg02051924","chr16",11681482
"cg01919208","chr3",49170496
"cg15730491","chr1",221068834
"cg00012362","chr1",153599487
"cg04493143","chr5",147862421
"cg25985959","chr6",106430134
"cg00093478","chr13",112996967
"cg08481491","chr3",125900108
"cg19655177","chr7",155290274
"cg21215218","chr1",19011172
"cg14087574","chr1",1963794
"cg14581129","chr12",53358946
"cg06872257","chr8",16859636
"cg15794873","chr10",127059374
"cg27239981","chr6",166263710
"cg20295248","chr20",5485270
"cg04582672","chr14",97127338
"cg08355456","chr11",67383691
"cg10938046","chr6",43969577
"cg08530064","chr7",150598393
"cg24332389","chr1",6558085
"cg06255037","chr22",41634447
"cg06837568","chr12",108634212
"cg16598508","chr16",88228364
"cg01497154","chr20",3661910
"cg09113440","chr10",18999313
"cg16449012","chr4",17781880
"cg24334149","chr2",71175539
"cg13443627","chr1",59043070
"cg06678242","chr15",93614758
"cg17604312","chr6",30850829
"cg14644418","chr10",129536661
"cg09122655","chr10",72027576
"cg03716984","chr10",54538505
"cg08856033","chr2",121280078
"cg13736131","chr11",8832907
"cg10350350","chr11",43983977
"cg09015973","chr2",131673771
"cg19034028","chr16",68677364
"cg12976582","chr3",50359583
"cg07147285","chr16",58282922
"cg11001769","chr14",61748440
"cg11350504","chr13",113121280
"cg19572055","chr8",685830
"cg24977886","chr22",42470101
"cg19094438","chr16",75286009
"cg22588640","chr2",95963179
"cg23824713","chr18",61157738
"cg02852670","chr14",20903410
"cg17035539","chr1",229544326
"cg04467334","chr11",6291927
"cg23083049","chr11",126462779
"cg16212298","chr19",51051954
"cg12134633","chr15",32934004
"cg17481703","chr13",76444831
"cg11697038","chr1",27931284
"cg19420604","chr17",60828406
"cg02524475","chr4",145566595
"cg22285914","chr12",53729659
"cg10505973","chr14",104940386
"cg13708016","chr3",126007563
"cg16988970","chr17",42248062
"cg11590282","chr11",2036771
"cg20693690","chr2",85442686
"cg02624051","chr15",42371635
"cg12946961","chr5",8870588
"cg11316100","chr20",35233380
"cg19313402","chr1",220102307
"cg12353636","chr10",85974086
"cg11133013","chr20",33880214
"cg04189591","chr22",42309398
"cg26682922","chr1",50880150
"cg20704654","chr20",30072118
"cg26332285","chr10",134915746
"cg01360281","chr5",154070385
"cg14793137","chr2",1480944
"cg05404005","chr11",8053420
"cg03336167","chr11",2930995
"cg27113419","chr16",58533979
"cg01692252","chr17",37893005
"cg23490796","chr2",220282914
"cg26316885","chr19",10407317
"cg05550995","chr16",1338434
"cg11783602","chr8",55087084
"cg04733365","chr11",18130049
"cg23604683","chr7",75779470
"cg15692360","chr20",6104267
"cg18621852","chr3",10150065
"cg00019841","chr18",48256146
"cg00228891","chr1",207818893
"cg27455017","chr7",150037988
"cg10143507","chr2",118943004
"cg15490784","chr3",126061950
"cg03044367","chr1",22581534
"cg02072875","chr7",2606796
"cg24940230","chr11",8046101
"cg06626847","chr1",149333142
"cg12894629","chr3",195942717
"cg19537719","chr8",41583498
"cg15645685","chr19",19730175
"cg11757417","chr7",98424289
"cg19025461","chr1",16163610
"cg19311244","chr4",77341912
"cg11402505","chr19",39523436
"cg26214645","chr17",80292081
"cg08951051","chr16",4993543
"cg14126466","chr12",114830063
"cg02269978","chr6",32847585
"cg08266168","chr13",113760006
"cg01591830","chr16",89666000
"cg20017761","chr20",25128807
"cg16306259","chr6",1595099
"cg13099429","chr14",70827109
"cg18449739","chr12",113495701
"cg09777637","chr7",123674510
"cg04821993","chr7",73002468
"cg16044810","chr7",151137746
"cg14836960","chr3",109056618
"cg14807565","chr10",94179972
"cg20059012","chr12",53613154
"cg03079132","chr16",727212
"cg24964694","chr6",36308389
"cg08178168","chr22",35934864
"cg12515485","chr12",133185630
"cg02303258","chr5",134822635
"cg14070755","chr2",238394933
"cg02162144","chr14",101618194
"cg15420683","chr6",44244395
"cg04865726","chr1",1365911
"cg23659134","chr10",106035168
"cg05316627","chr6",87861261
"cg04289036","chr1",43751270
"cg06906952","chr1",244230760
"cg01109337","chr17",56744332
"cg02596940","chr4",3832362
"cg15146462","chr11",86142587
"cg05227350","chr11",130185670
"cg05994850","chr6",30095341
"cg05225593","chr16",81437709
"cg10910512","chr6",112576009
"cg24854181","chr5",6823241
"cg05697249","chr11",111789693
"cg19642433","chr12",64783703
"cg09635954","chr7",29605624
"cg12554483","chr10",135051351
"cg21459583","chr1",227974177
"cg08354681","chr6",4773278
"cg13491480","chr9",130880369
"cg00765765","chr2",150176791
"cg15452204","chr5",149546471
"cg03856044","chr1",159557632
"cg13688889","chr9",100608707
"cg22753661","chr15",79092743
"cg08898775","chr15",59042684
"cg23973272","chr8",52322169
"cg22953960","chr10",22766081
"cg14844953","chr1",19339051
"cg16555417","chr1",40598772
"cg01905210","chr3",138154620
"cg25071744","chr2",21266995
"cg04986555","chr1",55446708
"cg12905571","chr1",182669244
"cg10502231","chr1",224363449
"cg26878893","chr1",110614777
"cg00491927","chr3",120003642
"cg15032861","chr2",2791584
"cg04476394","chr5",1641647
"cg13750214","chr19",1302619
"cg20966270","chr1",110752047
"cg19021383","chr11",45922184
"cg23948204","chr5",145758586
"cg02692893","chr3",123708030
"cg20185617","chr1",1099651
"cg19091930","chr5",191127
"cg05382497","chr11",3253789
"cg00616135","chr15",63413614
"cg09997546","chr11",8931473
"cg06357843","chr22",50616150
"cg27158481","chr20",25128681
"cg15922705","chr6",70991156
"cg00404187","chr7",140135611
"cg25447164","chr17",78417789
"cg15399533","chr6",108497995
"cg16681268","chr7",117067616
"cg01550017","chr5",42924215
"cg08418111","chr11",18433745
"cg13952899","chr1",226739292
"cg09562655","chr3",185704206
"cg04387820","chr10",18999425
"cg07875335","chr2",48844728
"cg05530317","chr5",38445774
"cg13260758","chr22",19736671
"cg01145903","chr5",115697588
"cg15895197","chr2",27301490
"cg19445044","chr12",52596367
"cg21032567","chr2",795935
"cg23800169","chr10",125318507
"cg00652772","chr2",102867420
"cg22109464","chr21",34543584
"cg05879418","chr5",54455955
"cg25569480","chr2",48844892
"cg04452432","chr16",57406511
"cg10556999","chr1",158088745
"cg08032971","chr1",46972736
"cg25920019","chr5",180488960
"cg00407546","chr10",8094860
"cg05124243","chr10",22767076
"cg02008416","chr1",55445880
"cg24937995","chr21",34448038
"cg08206906","chr19",22701260
"cg24058386","chr1",156393917
"cg17335199","chr2",6078738
"cg11084470","chr6",35108061
"cg17971837","chr22",37215996
"cg16903060","chr1",24621673
"cg04259907","chr19",43969884
"cg15959252","chr12",48578724
"cg16530382","chr17",37123671
"cg08715146","chr22",46067137
"cg13972661","chr9",99776416
"cg04224786","chr8",144222401
"cg09728985","chr16",53543985
"cg14635586","chr6",91321898
"cg05188837","chr16",87605249
"cg10483275","chr5",149669368
"cg05149097","chr11",59325534
"cg22697853","chr1",147737207
"cg27487796","chr7",28973253
"cg21144120","chr6",28661199
"cg20335213","chr1",94704048
"cg01644798","chr8",11617305
"cg23992493","chr17",21220479
"cg07472579","chr6",10660390
"cg00339913","chr8",22085227
"cg06961278","chr2",113914442
"cg09581049","chr17",42998320
"cg02537838","chr20",61002595
"cg22670819","chr6",31913759
"cg08433293","chr15",89786622
"cg13478289","chr6",33132650
"cg24001246","chr1",21949481
"cg15951661","chr14",71277141
"cg06289725","chr11",62689081
"cg04690110","chr6",26556829
"cg21436572","chr8",70623422
"cg05657709","chr3",121742496
"cg26567736","chr11",131758433
"cg18432895","chr8",29205555
"cg10613381","chr22",24890330
"cg21745164","chr16",23765304
"cg14051236","chr14",100029763
"cg00496961","chr11",102638706
"cg19615684","chr12",6310744
"cg25714115","chr7",73895061
"cg03870261","chr19",2428514
"cg25641533","chr6",31734580
"cg13503773","chr9",91605494
"cg10186366","chr17",71898817
"cg19691659","chr11",64482332
"cg17347634","chr8",65711916
"cg06687091","chr18",43912991
"cg05221720","chr6",70991229
"cg11604426","chr17",30592406
"cg20356482","chr9",97356092
"cg07889505","chr15",42349787
"cg14997592","chr6",49681178
"cg15560801","chr1",46918254
"cg24743423","chrX",8701002
"cg24308847","chr20",34653477
"cg13015534","chr17",74639793
"cg10907148","chr17",72948349
